dream_id,coding_type,init,rec,code,char,raw
norms-f_0410,act,1FKA,,M,,"{'init': '1FKA', 'code': 'M'}"
norms-f_0410,act,1FKA,D,V>,,"{'init': '1FKA', 'code': 'V>', 'rec': 'D'}"
norms-f_0410,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0410,act,D,,C,,"{'init': 'D', 'code': 'C'}"
norms-f_0410,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
norms-f_0410,set,,,IF,,IF
norms-f_0410,obj,,,ST,,ST
norms-f_0410,obj,,,HH,,HH
norms-f_0410,obj,,,AR,,AR
norms-f_0410,obj,,,AR,,AR
norms-f_0410,obj,,,CL,,CL
norms-f_0410,obj,,,AD,,AD
norms-f_0410,obj,,,CL,,CL
norms-f_0410,obj,,,CL,,CL
norms-f_0410,mod,,,S+,,S+
norms-f_0411,char,,,1FKA,,1FKA
norms-f_0411,char,,,1FRA,,1FRA
norms-f_0411,char,,,1MRA,,1MRA
norms-f_0411,act,1FKA,,L,,"{'init': '1FKA', 'code': 'L'}"
norms-f_0411,act,1FKA + 1MRA,,L,,"{'init': '1FKA + 1MRA', 'code': 'L'}"
norms-f_0411,mf,,,1,1FRA,"{'code': '1', 'char': '1FRA'}"
norms-f_0411,emot,,,AP,1FRA,"{'code': 'AP', 'char': '1FRA'}"
norms-f_0411,emot,,,AP,1FRA,"{'code': 'AP', 'char': '1FRA'}"
norms-f_0411,set,,,AG,,AG
norms-f_0411,obj,,,RG,,RG
norms-f_0411,obj,,,HH,,HH
norms-f_0411,obj,,,CL,,CL
norms-f_0411,mod,,,I+,,I+
norms-f_0411,mod,,,S+,,S+
norms-f_0412,char,,,1MUA,,1MUA
norms-f_0412,char,,,2ANI,,2ANI
norms-f_0412,char,,,2ANI,,2ANI
norms-f_0412,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-f_0412,act,2ANI,,M,,"{'init': '2ANI', 'code': 'M'}"
norms-f_0412,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0412,mf,,,4,D + 1MUA,"{'code': '4', 'char': 'D + 1MUA'}"
norms-f_0412,mf,,,1,D,"{'code': '1', 'char': 'D'}"
norms-f_0412,emot,,,AP,2ANI,"{'code': 'AP', 'char': '2ANI'}"
norms-f_0412,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0412,set,,,OQ,,OQ
norms-f_0412,obj,,,TR,,TR
norms-f_0412,obj,,,NA,,NA
norms-f_0412,mod,,,E+,,E+
norms-f_0412,mod,,,I+,,I+
norms-f_0412,mod,,,I+,,I+
norms-f_0412,mod,,,I+,,I+
norms-f_0413,char,,,1MOA,,1MOA
norms-f_0413,act,1MOA,,M,,"{'init': '1MOA', 'code': 'M'}"
norms-f_0413,act,1MOA,D,V>,,"{'init': '1MOA', 'code': 'V>', 'rec': 'D'}"
norms-f_0413,act,1MOA,,V,,"{'init': '1MOA', 'code': 'V'}"
norms-f_0413,mf,,,3,D,"{'code': '3', 'char': 'D'}"
norms-f_0413,mf,,,4,D,"{'code': '4', 'char': 'D'}"
norms-f_0413,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0413,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
norms-f_0413,set,,,IF,,IF
norms-f_0413,obj,,,AV,,AV
norms-f_0413,obj,,,CM,,CM
norms-f_0413,mod,,,I+,,I+
norms-f_0413,mod,,,I+,,I+
norms-f_0414,char,,,1ANI,,1ANI
norms-f_0414,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0414,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-f_0414,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0414,mf,,,3,1ANI,"{'code': '3', 'char': '1ANI'}"
norms-f_0414,mf,,,4,D,"{'code': '4', 'char': 'D'}"
norms-f_0414,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0414,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0414,set,,,OF,,OF
norms-f_0414,obj,,,ST,,ST
norms-f_0414,obj,,,BE,,BE
norms-f_0414,obj,,,TR,,TR
norms-f_0414,obj,,,TR,,TR
norms-f_0414,obj,,,ST,,ST
norms-f_0414,obj,,,MS,,MS
norms-f_0414,mod,,,S-,,S-
norms-f_0415,char,,,2MOA,,2MOA
norms-f_0415,char,,,1MSA,,1MSA
norms-f_0415,char,,,2MSA,,2MSA
norms-f_0415,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0415,act,2MSA,,L,,"{'init': '2MSA', 'code': 'L'}"
norms-f_0415,act,1MSA,,V,,"{'init': '1MSA', 'code': 'V'}"
norms-f_0415,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-f_0415,act,2MSA,D,V>,,"{'init': '2MSA', 'code': 'V>', 'rec': 'D'}"
norms-f_0415,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0415,mf,,,5,1MSA,"{'code': '5', 'char': '1MSA'}"
norms-f_0415,mf,,,6,2MSA,"{'code': '6', 'char': '2MSA'}"
norms-f_0415,mf,,,5,D,"{'code': '5', 'char': 'D'}"
norms-f_0415,set,,,OQ,,OQ
norms-f_0415,set,,,IQ,,IQ
norms-f_0415,obj,,,RG,,RG
norms-f_0415,obj,,,TR,,TR
norms-f_0415,obj,,,TR,,TR
norms-f_0415,obj,,,AI,,AI
norms-f_0415,obj,,,BE,,BE
norms-f_0415,obj,,,BE,,BE
norms-f_0415,mod,,,I+,,I+
norms-f_0415,mod,,,I+,,I+
norms-f_0415,mod,,,I+,,I+
norms-f_0416,char,,,2JSA,,2JSA
norms-f_0416,char,,,1ISA,,1ISA
norms-f_0416,char,,,1FEA,,1FEA
norms-f_0416,char,,,1FSA,,1FSA
norms-f_0416,agg,1FEA,1FSA,7>,,"{'init': '1FEA', 'code': '7>', 'rec': '1FSA'}"
norms-f_0416,fri,2JSA,1FSA,1>,,"{'init': '2JSA', 'code': '1>', 'rec': '1FSA'}"
norms-f_0416,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0416,act,1ISA,D,V>,,"{'init': '1ISA', 'code': 'V>', 'rec': 'D'}"
norms-f_0416,act,1FEA,,M,,"{'init': '1FEA', 'code': 'M'}"
norms-f_0416,act,1FEA,,S,,"{'init': '1FEA', 'code': 'S'}"
norms-f_0416,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0416,act,1FEA,1FSA,P>,,"{'init': '1FEA', 'code': 'P>', 'rec': '1FSA'}"
norms-f_0416,set,,,AQ,,AQ
norms-f_0416,obj,,,AD,,AD
norms-f_0416,obj,,,AD,,AD
norms-f_0416,obj,,,AD,,AD
norms-f_0416,obj,,,NA,,NA
norms-f_0416,obj,,,BH,,BH
norms-f_0416,mod,,,S-,,S-
norms-f_0416,mod,,,I-,,I-
norms-f_0416,mod,,,E+,,E+
norms-f_0417,char,,,1FRC,,1FRC
norms-f_0417,char,,,1FMA,,1FMA
norms-f_0417,char,,,1FTA,,1FTA
norms-f_0417,fri,D + 1FMA,1FRC,3>,,"{'init': 'D + 1FMA', 'code': '3>', 'rec': '1FRC'}"
norms-f_0417,act,D,,V,,"{'init': 'D', 'code': 'V'}"
norms-f_0417,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0417,act,D + 1FRC + 1FMA,,M,,"{'init': 'D + 1FRC + 1FMA', 'code': 'M'}"
norms-f_0417,act,D,1FMA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1FMA'}"
norms-f_0417,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0417,act,1FRC,,P,,"{'init': '1FRC', 'code': 'P'}"
norms-f_0417,act,D + 1FRC + 1FMA,,M,,"{'init': 'D + 1FRC + 1FMA', 'code': 'M'}"
norms-f_0417,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0417,set,,,IQ,,IQ
norms-f_0417,set,,,OQ,,OQ
norms-f_0417,set,,,IQ,,IQ
norms-f_0417,set,,,OQ,,OQ
norms-f_0417,obj,,,CL,,CL
norms-f_0417,obj,,,CL,,CL
norms-f_0417,obj,,,ST,,ST
norms-f_0417,obj,,,AV,,AV
norms-f_0417,obj,,,HH,,HH
norms-f_0417,obj,,,CL,,CL
norms-f_0417,obj,,,CL,,CL
norms-f_0417,obj,,,CL,,CL
norms-f_0417,obj,,,TR,,TR
norms-f_0417,obj,,,MS,,MS
norms-f_0417,mod,,,C+,,C+
norms-f_0417,mod,,,E-,,E-
norms-f_0417,mod,,,E+,,E+
norms-f_0417,mod,,,C+,,C+
norms-f_0417,mod,,,C+,,C+
norms-f_0417,mod,,,C+,,C+
norms-f_0417,mod,,,E-,,E-
norms-f_0417,mod,,,E-,,E-
norms-f_0417,mod,,,I+,,I+
norms-f_0418,char,,,1MHA,,1MHA
norms-f_0418,char,,,2MOA,,2MOA
norms-f_0418,act,D + 1MHA,,L,,"{'init': 'D + 1MHA', 'code': 'L'}"
norms-f_0418,act,D + 1MHA,,M,,"{'init': 'D + 1MHA', 'code': 'M'}"
norms-f_0418,act,1MHA,D,V>,,"{'init': '1MHA', 'code': 'V>', 'rec': 'D'}"
norms-f_0418,mf,,,3,D,"{'code': '3', 'char': 'D'}"
norms-f_0418,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0418,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0418,set,,,OQ,,OQ
norms-f_0418,set,,,OQ,,OQ
norms-f_0418,obj,,,TR,,TR
norms-f_0418,obj,,,ST,,ST
norms-f_0418,obj,,,NA,,NA
norms-f_0418,obj,,,RG,,RG
norms-f_0418,obj,,,AD,,AD
norms-f_0418,obj,,,AD,,AD
norms-f_0418,obj,,,TR,,TR
norms-f_0418,obj,,,CM,,CM
norms-f_0418,mod,,,C+,,C+
norms-f_0418,mod,,,E+,,E+
norms-f_0419,char,,,1MHA,,1MHA
norms-f_0419,char,,,2FUA,,2FUA
norms-f_0419,char,,,1FUA,,1FUA
norms-f_0419,act,D + 2FUA+ 1MHA,,L,,"{'init': 'D + 2FUA+ 1MHA', 'code': 'L'}"
norms-f_0419,act,D + 2FUA+ 1MHA,,M,,"{'init': 'D + 2FUA+ 1MHA', 'code': 'M'}"
norms-f_0419,act,1MHA+ 2FUA,,S,,"{'init': '1MHA+ 2FUA', 'code': 'S'}"
norms-f_0419,act,1FUA,D,V>,,"{'init': '1FUA', 'code': 'V>', 'rec': 'D'}"
norms-f_0419,act,D,1FUA,VR,,"{'init': 'D', 'code': 'VR', 'rec': '1FUA'}"
norms-f_0419,mf,,,4,D + 1MHA,"{'code': '4', 'char': 'D + 1MHA'}"
norms-f_0419,set,,,OF,,OF
norms-f_0419,set,,,IF,,IF
norms-f_0419,obj,,,TR,,TR
norms-f_0419,obj,,,TR,,TR
norms-f_0419,obj,,,RG,,RG
norms-f_0419,obj,,,ST,,ST
norms-f_0419,obj,,,CM,,CM
norms-f_0419,obj,,,AV,,AV
norms-f_0419,obj,,,AI,,AI
norms-f_0420,char,,,1FSA,,1FSA
norms-f_0420,char,,,1MSA,,1MSA
norms-f_0420,agg,1MSA,1FSA,6>,,"{'init': '1MSA', 'code': '6>', 'rec': '1FSA'}"
norms-f_0420,fri,D,1FSA,4>,,"{'init': 'D', 'code': '4>', 'rec': '1FSA'}"
norms-f_0420,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-f_0420,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0420,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0420,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0420,act,1FSA,,P,,"{'init': '1FSA', 'code': 'P'}"
norms-f_0420,act,1FSA,,S,,"{'init': '1FSA', 'code': 'S'}"
norms-f_0420,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0420,succ,,,,D,{'char': 'D'}
norms-f_0420,mf,,,1,D,"{'code': '1', 'char': 'D'}"
norms-f_0420,mf,,,1,D,"{'code': '1', 'char': 'D'}"
norms-f_0420,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0420,set,,,IQ,,IQ
norms-f_0420,set,,,OQ,,OQ
norms-f_0420,obj,,,AV,,AV
norms-f_0420,obj,,,AD,,AD
norms-f_0420,obj,,,ST,,ST
norms-f_0420,obj,,,AV,,AV
norms-f_0420,obj,,,HH,,HH
norms-f_0420,obj,,,HH,,HH
norms-f_0420,obj,,,BH,,BH
norms-f_0420,obj,,,BE,,BE
norms-f_0420,obj,,,MO,,MO
norms-f_0420,mod,,,I+,,I+
norms-f_0420,mod,,,S-,,S-
norms-f_0421,char,,,1FMA,,1FMA
norms-f_0421,agg,D,1FMA,5>,,"{'init': 'D', 'code': '5>', 'rec': '1FMA'}"
norms-f_0421,act,1FMA,,M,,"{'init': '1FMA', 'code': 'M'}"
norms-f_0421,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0421,mf,,,4,1FMA,"{'code': '4', 'char': '1FMA'}"
norms-f_0421,mf,,,5,D,"{'code': '5', 'char': 'D'}"
norms-f_0421,set,,,IF,,IF
norms-f_0421,obj,,,BA,,BA
norms-f_0421,obj,,,BA,,BA
norms-f_0421,obj,,,BH,,BH
norms-f_0421,obj,,,HH,,HH
norms-f_0421,obj,,,AR,,AR
norms-f_0421,obj,,,BH,,BH
norms-f_0421,mod,,,V+,,V+
norms-f_0422,char,,,2JUA,,2JUA
norms-f_0422,act,D + 2JUA,,L,,"{'init': 'D + 2JUA', 'code': 'L'}"
norms-f_0422,act,D + 2JUA,,P,,"{'init': 'D + 2JUA', 'code': 'P'}"
norms-f_0422,fail,,,,D,{'char': 'D'}
norms-f_0422,mf,,,4,D + 2JUA,"{'code': '4', 'char': 'D + 2JUA'}"
norms-f_0422,gf,,,,D + 2JUA,{'char': 'D + 2JUA'}
norms-f_0422,set,,,OQ,,OQ
norms-f_0422,obj,,,IR,,IR
norms-f_0422,obj,,,BE,,BE
norms-f_0422,obj,,,BE,,BE
norms-f_0422,mod,,,T-,,T-
norms-f_0422,mod,,,T+,,T+
norms-f_0422,mod,,,S+,,S+
norms-f_0422,mod,,,I+,,I+
norms-f_0422,mod,,,I+,,I+
norms-f_0422,mod,,,I+,,I+
norms-f_0423,char,,,1FPA,,1FPA
norms-f_0423,char,,,2JUA,,2JUA
norms-f_0423,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0423,succ,,,,D,{'char': 'D'}
norms-f_0423,fail,,,,2JUA,{'char': '2JUA'}
norms-f_0423,fail,,,,1FPA,{'char': '1FPA'}
norms-f_0423,set,,,IF,,IF
norms-f_0423,obj,,,AV,,AV
norms-f_0423,obj,,,MO,,MO
norms-f_0423,mod,,,E+,,E+
norms-f_0423,mod,,,V+,,V+
norms-f_0424,char,,,2JKA,,2JKA
norms-f_0424,act,D + 2JKA,,M,,"{'init': 'D + 2JKA', 'code': 'M'}"
norms-f_0424,fail,,,,D,{'char': 'D'}
norms-f_0424,mf,,,3,D + 2JKA,"{'code': '3', 'char': 'D + 2JKA'}"
norms-f_0424,set,,,OQ,,OQ
norms-f_0424,obj,,,RG,,RG
norms-f_0424,obj,,,IW,,IW
norms-f_0424,obj,,,NA,,NA
norms-f_0424,obj,,,AR,,AR
norms-f_0424,mod,,,I+,,I+
norms-f_0425,char,,,2JSA,,2JSA
norms-f_0425,char,,,2MEA,,2MEA
norms-f_0425,char,,,1FMA,,1FMA
norms-f_0425,char,,,1MEA,,1MEA
norms-f_0425,agg,2MEA,2JSA,6>,,"{'init': '2MEA', 'code': '6>', 'rec': '2JSA'}"
norms-f_0425,agg,2MEA,2JSA,5>,,"{'init': '2MEA', 'code': '5>', 'rec': '2JSA'}"
norms-f_0425,agg,1MEA,D,6>,,"{'init': '1MEA', 'code': '6>', 'rec': 'D'}"
norms-f_0425,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0425,act,2MEA,D + 2JSA,V>,,"{'init': '2MEA', 'code': 'V>', 'rec': 'D + 2JSA'}"
norms-f_0425,act,1FMA,,P,,"{'init': '1FMA', 'code': 'P'}"
norms-f_0425,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0425,act,D,1MEA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1MEA'}"
norms-f_0425,act,1MEA,D,P>,,"{'init': '1MEA', 'code': 'P>', 'rec': 'D'}"
norms-f_0425,act,1MEA,,M,,"{'init': '1MEA', 'code': 'M'}"
norms-f_0425,emot,,,SD,1FMA,"{'code': 'SD', 'char': '1FMA'}"
norms-f_0425,set,,,OQ,,OQ
norms-f_0425,obj,,,RG,,RG
norms-f_0425,obj,,,BH,,BH
norms-f_0425,obj,,,CL,,CL
norms-f_0425,obj,,,CL,,CL
norms-f_0425,obj,,,BH,,BH
norms-f_0425,obj,,,CL,,CL
norms-f_0425,obj,,,BH,,BH
norms-f_0425,mod,,,S+,,S+
norms-f_0425,mod,,,S+,,S+
norms-f_0425,mod,,,T-,,T-
norms-f_0425,mod,,,E-,,E-
norms-f_0425,mod,,,A+,,A+
norms-f_0425,mod,,,I+,,I+
norms-f_0425,mod,,,I+,,I+
norms-f_0426,char,,,1FKA,,1FKA
norms-f_0426,char,,,2MUT,,2MUT
norms-f_0426,char,,,1MUT,,1MUT
norms-f_0426,char,,,1MOA,,1MOA
norms-f_0426,agg,1MUT,1MOA,5>,,"{'init': '1MUT', 'code': '5>', 'rec': '1MOA'}"
norms-f_0426,agg,1MOA,1MUT,6R,,"{'init': '1MOA', 'code': '6R', 'rec': '1MUT'}"
norms-f_0426,fri,D,1MUT,4>,,"{'init': 'D', 'code': '4>', 'rec': '1MUT'}"
norms-f_0426,act,D + 1FKA,,M,,"{'init': 'D + 1FKA', 'code': 'M'}"
norms-f_0426,act,1MUT,,P,,"{'init': '1MUT', 'code': 'P'}"
norms-f_0426,act,D + 1MUT,,L,,"{'init': 'D + 1MUT', 'code': 'L'}"
norms-f_0426,emot,,,SD,D,"{'code': 'SD', 'char': 'D'}"
norms-f_0426,set,,,OQ,,OQ
norms-f_0426,set,,,OQ,,OQ
norms-f_0426,obj,,,RG,,RG
norms-f_0426,obj,,,NA,,NA
norms-f_0426,obj,,,NA,,NA
norms-f_0426,obj,,,BH,,BH
norms-f_0426,obj,,,RG,,RG
norms-f_0426,obj,,,RG,,RG
norms-f_0426,mod,,,A-,,A-
norms-f_0426,mod,,,E-,,E-
norms-f_0426,mod,,,L-,,L-
norms-f_0427,char,,,2JSA,,2JSA
norms-f_0427,char,,,1FKA,,1FKA
norms-f_0427,char,,,2JSA,,2JSA
norms-f_0427,fri,1FKA,D,3>,,"{'init': '1FKA', 'code': '3>', 'rec': 'D'}"
norms-f_0427,act,2JSA,,M,,"{'init': '2JSA', 'code': 'M'}"
norms-f_0427,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0427,act,D,1FKA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1FKA'}"
norms-f_0427,act,1FKA,D,VR,,"{'init': '1FKA', 'code': 'VR', 'rec': 'D'}"
norms-f_0427,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0427,set,,,IQ,,IQ
norms-f_0427,obj,,,AE,,AE
norms-f_0427,obj,,,AR,,AR
norms-f_0427,obj,,,CL,,CL
norms-f_0427,obj,,,CL,,CL
norms-f_0427,obj,,,CL,,CL
norms-f_0427,obj,,,CL,,CL
norms-f_0427,obj,,,CL,,CL
norms-f_0427,mod,,,A-,,A-
norms-f_0428,char,,,1IKA,,1IKA
norms-f_0428,char,,,2JSA,,2JSA
norms-f_0428,char,,,1ISA,,1ISA
norms-f_0428,agg,1ISA,D,6>,,"{'init': '1ISA', 'code': '6>', 'rec': 'D'}"
norms-f_0428,agg,1IKA,D,3>,,"{'init': '1IKA', 'code': '3>', 'rec': 'D'}"
norms-f_0428,act,D + 1IKA,,L,,"{'init': 'D + 1IKA', 'code': 'L'}"
norms-f_0428,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-f_0428,act,1ISA,,M,,"{'init': '1ISA', 'code': 'M'}"
norms-f_0428,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-f_0428,act,D,,P,,"{'init': 'D', 'code': 'P'}"
norms-f_0428,set,,,OQ,,OQ
norms-f_0428,set,,,IQ,,IQ
norms-f_0428,obj,,,RG,,RG
norms-f_0428,obj,,,TR,,TR
norms-f_0428,obj,,,CL,,CL
norms-f_0428,obj,,,BT,,BT
norms-f_0428,obj,,,TR,,TR
norms-f_0428,obj,,,AV,,AV
norms-f_0428,obj,,,TR,,TR
norms-f_0428,mod,,,S-,,S-
norms-f_0428,mod,,,E-,,E-
norms-f_0428,mod,,,C-,,C-
norms-f_0429,char,,,2JSA,,2JSA
norms-f_0429,char,,,2JEA,,2JEA
norms-f_0429,agg,2JEA,D,6>,,"{'init': '2JEA', 'code': '6>', 'rec': 'D'}"
norms-f_0429,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0429,act,2JEA,D,P>,,"{'init': '2JEA', 'code': 'P>', 'rec': 'D'}"
norms-f_0429,set,,,OQ,,OQ
norms-f_0429,obj,,,RG,,RG
norms-f_0429,mod,,,C-,,C-
norms-f_0430,char,,,1MFA,,1MFA
norms-f_0430,agg,1MFA,D,3>,,"{'init': '1MFA', 'code': '3>', 'rec': 'D'}"
norms-f_0430,agg,D,1MFA,3R,,"{'init': 'D', 'code': '3R', 'rec': '1MFA'}"
norms-f_0430,act,D,1MFA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '1MFA'}"
norms-f_0430,act,1MFA,D,VR,,"{'init': '1MFA', 'code': 'VR', 'rec': 'D'}"
norms-f_0430,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-f_0430,set,,,IF,,IF
norms-f_0430,set,,,OF,,OF
norms-f_0430,obj,,,AR,,AR
norms-f_0430,obj,,,RG,,RG
norms-f_0430,obj,,,TR,,TR
norms-f_0431,char,,,1ANI,,1ANI
norms-f_0431,agg,Q,D + 1ANI,6>,,"{'init': 'Q', 'code': '6>', 'rec': 'D + 1ANI'}"
norms-f_0431,set,,,OQ,,OQ
norms-f_0431,set,,,IQ,,IQ
norms-f_0431,obj,,,TR,,TR
norms-f_0431,obj,,,AD,,AD
norms-f_0431,mod,,,C-,,C-
norms-f_0432,char,,,2JUC,,2JUC
norms-f_0432,char,,,2MOA,,2MOA
norms-f_0432,char,,,1MKA,,1MKA
norms-f_0432,fri,1MKA,2JUC,4>,,"{'init': '1MKA', 'code': '4>', 'rec': '2JUC'}"
norms-f_0432,act,D + 2JUC,,M,,"{'init': 'D + 2JUC', 'code': 'M'}"
norms-f_0432,act,D + 2JUC,,L,,"{'init': 'D + 2JUC', 'code': 'L'}"
norms-f_0432,act,1MKA,,P,,"{'init': '1MKA', 'code': 'P'}"
norms-f_0432,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0432,act,2JUC,,L,,"{'init': '2JUC', 'code': 'L'}"
norms-f_0432,mf,,,3,D,"{'code': '3', 'char': 'D'}"
norms-f_0432,emot,,,AP,D,"{'code': 'AP', 'char': 'D'}"
norms-f_0432,emot,,,CO,D,"{'code': 'CO', 'char': 'D'}"
norms-f_0432,set,,,OG,,OG
norms-f_0432,obj,,,RG,,RG
norms-f_0432,obj,,,TR,,TR
norms-f_0432,obj,,,CM,,CM
norms-f_0432,obj,,,TR,,TR
norms-f_0432,mod,,,I+,,I+
norms-f_0432,mod,,,I+,,I+
norms-f_0433,char,,,2JXA,,2JXA
norms-f_0433,agg,2JXA,D,4>,,"{'init': '2JXA', 'code': '4>', 'rec': 'D'}"
norms-f_0433,agg,D,2JXA,3R,,"{'init': 'D', 'code': '3R', 'rec': '2JXA'}"
norms-f_0433,agg,2JXA,D,6R,,"{'init': '2JXA', 'code': '6R', 'rec': 'D'}"
norms-f_0433,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0433,act,2JXA,,M,,"{'init': '2JXA', 'code': 'M'}"
norms-f_0433,act,2JXA,D,V>,,"{'init': '2JXA', 'code': 'V>', 'rec': 'D'}"
norms-f_0433,act,D,,L,,"{'init': 'D', 'code': 'L'}"
norms-f_0433,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0433,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0433,act,D,,E,,"{'init': 'D', 'code': 'E'}"
norms-f_0433,set,,,IF,,IF
norms-f_0433,obj,,,AE,,AE
norms-f_0433,obj,,,AR,,AR
norms-f_0433,obj,,,AD,,AD
norms-f_0433,obj,,,AR,,AR
norms-f_0434,char,,,2JKA,,2JKA
norms-f_0434,char,,,1FRA,,1FRA
norms-f_0434,fri,2JKA,D,4>,,"{'init': '2JKA', 'code': '4>', 'rec': 'D'}"
norms-f_0434,fri,1FRA,D,4>,,"{'init': '1FRA', 'code': '4>', 'rec': 'D'}"
norms-f_0434,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0434,act,D,2JKA,V>,,"{'init': 'D', 'code': 'V>', 'rec': '2JKA'}"
norms-f_0434,act,2JKA,,S,,"{'init': '2JKA', 'code': 'S'}"
norms-f_0434,act,D,,S,,"{'init': 'D', 'code': 'S'}"
norms-f_0434,act,D,,M,,"{'init': 'D', 'code': 'M'}"
norms-f_0434,fail,,,,D,{'char': 'D'}
norms-f_0434,fail,,,,2JKA,{'char': '2JKA'}
norms-f_0434,mf,,,1,D,"{'code': '1', 'char': 'D'}"
norms-f_0434,set,,,OD,,OD
norms-f_0434,obj,,,RG,,RG
norms-f_0434,obj,,,ST,,ST
norms-f_0434,obj,,,AR,,AR
norms-f_0434,obj,,,AR,,AR
norms-f_0435,char,,,1FKA,,1FKA
norms-f_0435,char,,,1FKA,,1FKA
norms-f_0435,agg,1FKA,1FKA,2>,,"{'init': '1FKA', 'code': '2>', 'rec': '1FKA'}"
norms-f_0435,agg,1FKA,1FKA,2R,,"{'init': '1FKA', 'code': '2R', 'rec': '1FKA'}"
norms-f_0435,agg,1FKA,1FKA,3R,,"{'init': '1FKA', 'code': '3R', 'rec': '1FKA'}"
norms-f_0435,agg,D,1FKA + 1FKA,1>,,"{'init': 'D', 'code': '1>', 'rec': '1FKA + 1FKA'}"
norms-f_0435,act,1FKA,,M,,"{'init': '1FKA', 'code': 'M'}"
norms-f_0435,act,1FKA,1FKA,V>,,"{'init': '1FKA', 'code': 'V>', 'rec': '1FKA'}"
norms-f_0435,act,1FKA,1FKA,VR,,"{'init': '1FKA', 'code': 'VR', 'rec': '1FKA'}"
norms-f_0435,act,1FKA,,P,,"{'init': '1FKA', 'code': 'P'}"
norms-f_0435,act,1FKA,,M,,"{'init': '1FKA', 'code': 'M'}"
norms-f_0435,emot,,,AN,D,"{'code': 'AN', 'char': 'D'}"
norms-f_0435,set,,,IF,,IF
norms-f_0435,obj,,,AR,,AR
norms-f_0435,obj,,,AD,,AD
norms-f_0435,obj,,,AR,,AR
norms-f_0435,mod,,,I+,,I+
norms-f_0435,mod,,,I+,,I+
norms-f_0435,mod,,,E-,,E-
norms-f_0436,char,,,7MKA,,7MKA
norms-f_0436,char,,,8MKA,,8MKA
norms-f_0436,agg,D,8MKA,3>,,"{'init': 'D', 'code': '3>', 'rec': '8MKA'}"
norms-f_0436,act,D + 7MKA,,L,,"{'init': 'D + 7MKA', 'code': 'L'}"
norms-f_0436,emot,,,HA,D,"{'code': 'HA', 'char': 'D'}"
norms-f_0436,set,,,AQ,,AQ
norms-f_0437,char,,,1MKA,,1MKA
norms-f_0437,char,,,2JUC,,2JUC
norms-f_0437,char,,,1FRA,,1FRA
